eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType,cluster_index
68307,KOERI,1927,5,2,6,20,24,,31.00,32.50,,,,30,,4.8,,MW,0
72,AM93,1927,5,2,62,2,4,,34.00,34.00,,,,999,,5.2,,MS,0
8,AV02,1927,7,11,13,4,10,,35.40,31.60,,,,15,,6.3,,ML,22
41212,GII,1927,9,24,0,28,14,,35.51,33.31,,,,10,,5.0,,MB,0
41213,GII,1927,12,12,20,26,19,,34.00,34.50,,,,10,,5.3,,MB,92
9427,EMEC,1927,12,13,5,56,1,,33.00,34.80,,,,999,,5.5,,MW,71
9439,EMEC,1928,2,9,20,22,1,,34.70,34.70,,,,5,,5.0,,MD,0
77,AM93,1928,2,24,11,26,28,,31.50,35.78,,,,80,,5.3,,MB,0
41218,GII,1928,8,5,3,42,0,,35.70,32.50,,,,10,,4.2,,MD,0
9522,EMEC,1928,8,23,6,15,1,,36.00,36.50,,,,35,,4.9,,MW,0
41219,GII,1928,9,13,0,0,0,,35.50,30.80,,,,10,,4.6,,MB,234
9575,EMEC,1929,2,8,12,31,1,,35.00,36.00,,,,10,,5.1,,MW,0
68297,KOERI,1929,5,16,1,22,51,,35.30,37.24,,,,10,,4.8,,MD,0
41223,GII,1929,5,28,23,0,0,,36.40,35.04,,,,10,,4.2,,MD,0
9624,EMEC,1929,8,4,9,3,1,,31.10,36.50,,,,15,,5.8,,MW,46
68295,KOERI,1929,8,4,15,12,3.6,,36.00,36.50,,,,5,,5.0,,MD,142
9682,EMEC,1930,3,7,12,1,1,,36.52,32.75,,,,10,,4.2,,MW,0
79,AM93,1930,5,9,70,71,8,,32.19,34.64,,,,999,,5.7,,MS,54
9711,EMEC,1930,5,21,10,45,1,,35.50,32.00,,,,5,,4.5,,MD,0
9715,EMEC,1930,5,25,12,15,1,,34.20,34.50,,,,10,,4.9,,MW,0
9718,EMEC,1930,5,30,6,58,1,,34.70,29.40,,,,999,,4.9,,MW,0
9720,EMEC,1930,6,5,21,58,1,,30.30,35.80,,,,15,,5.2,,MW,0
9747,EMEC,1930,9,11,12,36,1,,31.18,37.39,,,,80,,5.9,,MW,0
9752,EMEC,1930,9,14,2,24,1,,36.64,34.64,,,,10,,4.2,,MW,574
9780,EMEC,1930,12,17,2,2,1,,36.20,36.10,,,,33,,4.5,,MW,0
9843,EMEC,1931,5,6,20,22,1,,39.50,37.50,,,,30,,5.3,,MW,0
45016,GSHAP_TR,1931,6,5,8,24,1,,31.00,36.50,,,,120,,6.2,,MW,0
9887,EMEC,1931,10,1,5,44,1,,31.70,30.20,,,,999,,4.6,,MW,0
9909,EMEC,1932,1,15,20,0,1,,32.20,34.50,,,,10,,5.0,,MW,0
9988,EMEC,1932,12,26,19,3,1,,34.73,36.90,,,,60,,5.4,,MW,80
83,AM93,1933,6,13,11,13,29,,32.80,35.10,,,,999,,5.0,,MS,0
10041,EMEC,1933,7,24,3,44,1,,31.30,29.90,,,,999,,4.6,,MW,0
10056,EMEC,1933,9,25,9,46,1,,35.50,37.00,,,,30,,5.3,,MW,0
10096,EMEC,1934,5,12,16,46,1,,34.90,29.10,,,,999,,4.9,,MW,0
10195,EMEC,1935,6,14,19,2,1,,31.30,29.90,,,,999,,4.8,,MW,0
10251,EMEC,1936,1,20,2,29,1,,31.60,35.60,,,,999,,5.3,,MW,97
10257,EMEC,1936,2,2,17,8,1,,38.82,37.69,,,,160,,5.3,,MW,0
10296,EMEC,1936,6,14,17,1,1,,36.00,36.50,,,,999,,5.7,,MW,55
87,AM93,1936,8,10,63,15,7,,31.00,36.50,,,,999,,5.3,,MS,99
10361,EMEC,1937,4,28,2,36,1,,30.97,35.96,,,,77,,5.5,,MW,72
41232,GII,1937,6,26,19,19,0,,32.67,34.73,,,,10,,4.2,,MD,0
41234,GII,1937,10,12,9,56,0,,35.50,31.50,,,,10,,4.2,,MD,0
68271,KOERI,1938,4,19,23,11,17.6,,39.65,36.65,,,,30,,5.3,,MW,0
10461,EMEC,1938,11,6,15,36,1,,31.80,30.20,,,,999,,4.8,,MW,0
68270,KOERI,1939,1,2,4,35,22,,30.70,36.30,,,,33,,5.5,,MW,0
10574,EMEC,1940,1,27,5,33,1,,35.20,32.80,,,,5,,4.5,,MD,0
41236,GII,1940,7,24,22,15,0,,34.14,34.56,,,,10,,5.6,,MB,65
45320,GSHAP_TR,1940,8,16,16,2,23,,30.50,35.70,,,,40,,5.5,,MW,73
10635,EMEC,1940,8,16,18,23,1,,31.40,35.90,,,,80,,5.9,,MW,40
10639,EMEC,1940,9,2,10,32,1,,35.50,32.00,,,,5,,4.5,,MD,0
41238,GII,1940,9,14,0,0,0,,36.61,34.63,,,,10,,4.2,,MD,590
10710,EMEC,1941,1,20,3,37,1,,33.65,35.18,,,,70,,6.5,,MW,19
10736,EMEC,1941,4,20,22,23,1,,35.74,37.35,,,,100,,4.8,,MW,0
10740,EMEC,1941,4,28,9,21,1,,32.00,32.40,,,,999,,4.9,,MW,0
10862,EMEC,1942,9,21,21,29,1,,31.00,29.30,,,,999,,4.8,,MW,0
10863,EMEC,1942,9,28,1,16,1,,36.65,34.43,,,,10,,4.0,,MW,0
10972,EMEC,1943,9,10,4,52,1,,35.40,32.60,,,,5,,4.7,,MD,0
11022,EMEC,1944,3,25,12,55,1,,36.80,37.80,,,,999,,5.4,,MW,0
11037,EMEC,1944,6,28,2,15,1,,35.00,37.50,,,,999,,5.6,,MW,0
11051,EMEC,1944,10,7,10,30,1,,35.50,32.70,,,,10,,4.0,,MW,0
41245,GII,1945,3,19,19,20,0,,35.50,32.75,,,,10,,4.2,,MD,0
11073,EMEC,1945,3,20,7,58,1,,35.70,37.11,,,,60,,6.0,,MW,32
11196,EMEC,1947,1,27,3,31,1,,30.60,37.70,,,,999,,5.2,,MW,0
11231,EMEC,1947,7,3,3,30,1,,33.10,28.90,,,,999,,4.9,,MW,0
11234,EMEC,1947,7,14,7,3,1,,36.32,37.14,,,,70,,5.3,,MW,0
41248,GII,1947,9,15,0,40,0,,35.50,33.01,,,,10,,4.4,,MB,0
79549,SHARE,1947,12,9,23,40,30,,34.34,36.52,,,,10,,5.7,,MW,58
11267,EMEC,1947,12,10,19,18,1,,34.00,27.50,,,,999,,4.9,,MW,0
95,AM93,1948,4,30,14,50,50,,31.16,36.05,,,,73,,5.2,,MB,0
41250,GII,1949,1,3,19,5,0,,34.50,32.50,,,,10,,4.2,,MD,0
11393,EMEC,1949,1,6,2,18,1,,33.00,32.00,,,,999,,5.0,,MW,0
11447,EMEC,1949,7,7,0,55,1,,36.10,37.50,,,,999,,5.4,,MW,0
41252,GII,1949,10,28,19,10,0,,35.50,33.01,,,,10,,4.1,,MB,0
11484,EMEC,1949,11,5,23,47,1,,34.00,27.40,,,,999,,4.9,,MW,0
11504,EMEC,1950,1,14,22,19,1,,35.80,36.50,,,,33,,4.9,,MW,0
41253,GII,1950,3,1,21,30,0,,35.50,33.01,,,,10,,4.2,,MD,0
68254,KOERI,1951,1,25,3,49,2,,36.30,37.50,,,,5,,4.7,,MD,0
11629,EMEC,1951,1,30,23,7,1,,33.30,32.20,,,,30,,5.7,,MW,0
68252,KOERI,1951,2,2,23,59,22.5,,30.54,36.83,,,,120,,5.7,,MD,0
68251,KOERI,1951,4,8,21,38,13.1,,35.85,36.58,,,,50,,5.8,,MW,51
11672,EMEC,1951,8,5,15,12,1,,36.07,34.33,,,,10,,5.0,,MW,0
96,AM93,1951,8,8,84,3,9,,31.14,36.04,,,,999,,5.4,,MS,85
11708,EMEC,1951,12,2,4,40,1,,38.30,37.10,,,,999,,5.2,,MW,0
11738,EMEC,1952,2,25,22,48,1,,32.30,29.60,,,,999,,4.8,,MW,0
